HARGA,ALAMAT,K_TIDUR,K_MANDI,L_TANAH,L_BANGUNAN,CARPORT,SERTIFIKAT,LISTRIK,LANTAI,TAHUN
475000000,Banguntapan,2,1,70,45,1, SHM ,1300,1,2022
350000000,Bantul,2,1,80,45,1, SHM ,1300,1,2022
22500000000,Kasihan,14,14,287,287,, SHM ,4400,1,
350000000,Kasihan,2,1,89,45,1, SHM ,1300,1,2021
395000000,Kasihan,2,1,145,75,1, SHM ,1300,1,2020
850000000,Banguntapan,3,1,90,105,1, SHM ,1300,1,
3570000000,Kasihan,4,4,317,195,2, SHM ,3500,2,2022
375000000,Kasihan,2,1,106,36,, SHM ,1300,1,2020
2100000000,Banguntapan,3,2,123,120,2, HGB ,3300,,
850000000,Kasihan,5,4,340,250,2,SHM,2200,3,2020
165000000,Pajangan,2,1,60,36,1, SHM ,1300,1,2021
385000000,Bantul,2,1,80,45,1, SHM ,1300,1,2022
555000000,Kasihan,3,2,110,60,1, SHM ,,1,
839000000,Banguntapan,3,2,90,76,1, SHM ,2200,2,2022
260000000,Pajangan,2,1,72,36,1, SHM ,900,1,2022
895000000,Bantul,4,3,128,130,1, SHM ,2200,2,2022
3500000000,Sewon,4,4,804,600,1, SHM ,1300,,
795000000,Sedayu,,,,,,,,,
2250000000,Banguntapan,4,4,130,160,1, SHM ,4400,2,
460000000,Kasihan,4,1,102,53,1, SHM ,1300,1,2022
4800000000,Banguntapan,3,1,855,185,, SHM ,1300,1,
890000000,Banguntapan,2,1,96,96,1, SHM ,1300,1,2022
175000000,Pandak,2,1,63,30,1, HGB ,900,1,2022
255000000,Kasihan,2,1,60,60,1, SHM ,1300,1,2021
350000000,Kasihan,2,1,80,45,2, SHM ,1300,1,
468000000,Banguntapan,2,1,83,37,, SHM ,1300,1,2020
1100000000,Bantul,3,3,200,175,1, SHM ,1300,1,
480000000,Banguntapan,2,1,94,45,, SHM ,1300,1,2020
475000000,Kasihan,3,1,107,70,, SHM ,,,
825000000,Kasihan,3,2,95,75,, SHM ,2200,2,2020
270000000,Bantul,,1,90,36,1, SHM ,,,2022
210000000,Pajangan,2,1,60,36,1, SHM ,1300,1,2022
1500000000,Banguntapan,5,3,210,250,, SHM ,,,2019
825000000,Sedayu,5,4,340,250,2,SHM,2200,3,2020
350000000,Kasihan,2,1,80,45,2, SHM ,1300,1,
1700000000,Kasihan,4,2,163,220,1, SHM ,2200,,
675000000,Banguntapan,3,2,104,75,1, SHM ,2200,1,2019
425000000,Banguntapan,3,1,70,60,1, SHM ,1300,1,2022
545000000,Sedayu,2,1,94,36,1, SHM ,1300,1,2022
372000000,Kasihan,2,1,103,40,1, SHM ,1300,1,
450000000,Banguntapan,2,1,75,60,1, SHM ,900,1,2021
210000000,Pajangan,2,1,60,36,1, SHM ,1300,1,2023
465000000,Sedayu,3,1,75,49,1, SHM ,1300,1,
750000000,Banguntapan,3,2,84,65,1, SHM ,1300,2,
315000000,Sewon,2,1,75,40,, SHM ,1300,1,2020
805000000,Banguntapan,3,2,76,88,1, SHM ,2200,2,2022
585000000,Banguntapan,3,3,110,80,, SHM ,,,2019
375000000,Pajangan,2,1,82,36,1, SHM ,1300,1,2022
359000000,Sedayu,2,1,78,40,1, SHM ,1300,1,
3100000000,Kasihan,4,4,281,195,1, SHM ,3500,2,
990000000,Sewon,3,2,90,170,1, SHM ,1300,2,2020
1110000000,Sewon,3,2,80,90,2, SHM ,2200,2,2022
299000000,Sedayu,2,1,72,36,1, SHM ,2200,1,2022
490000000,Kasihan,2,1,100,65,1,SHM,900,1,2023
565000000,Kasihan,4,2,125,87,1,,,,2018
345000000,Kasihan,2,1,73,36,1, SHM ,1300,1,
490000000,Kasihan,2,1,93,45,, SHM ,1300,1,2022
450000000,Kasihan,2,1,79,45,1, SHM ,1300,1,2022
,,,,,,,,,,
400000000,Bantul,2,1,80,40,, SHM ,2200,2,2020
335000000,Kasihan,2,1,107,36,, SHM ,1300,1,
495000000,Sewon,3,2,70,105,1, SHM ,1300,1,2022
390000000,Imogiri,2,1,76,76,1, HGB ,1300,1,2015
210000000,Bantul,2,1,60,39,1, SHM ,1300,1,2022
425000000,Sedayu,2,1,45,85,1, SHM ,1300,1,2022
350000000,Sewon,2,1,105,45,1, SHM ,1300,1,2022
377000000,Kasihan,2,1,80,40,1, SHM ,1300,1,2022
1550000000,Banguntapan,4,3,160,150,2, SHM ,2200,2,
775000000,Banguntapan,3,1,114,120,, SHM ,,,
235000000,Piyungan,2,1,65,45,, SHM ,,,
980000000,Kasihan,3,2,104,91,1, SHM ,3500,2,
475000000,Banguntapan,2,1,70,45,, SHM ,1300,1,2021
720000000,Kasihan,4,3,290,210,2,SHM,2200,2,2022
950000000,Sewon,3,1,208,80,1, SHM ,1300,1,
465000000,Banguntapan,2,1,81,55,, SHM ,1300,1,
340000000,Imogiri,2,1,550,50,1, HGB ,450,1,2010
373000000,Sedayu,2,1,40,81,1, SHM ,1300,1,
250000000,Pajangan,2,1,72,36,1, SHM ,1300,1,2022
1550000000,Banguntapan,3,3,120,90,1, SHM ,2200,2,
500000000,Kasihan,2,1,91,45,1, SHM ,1300,1,2022
2100000000,Kasihan,6,4,458,300,, SHM ,2200,2,2019
450000000,Sewon,2,1,80,45,1, SHM ,900,1,2022
475000000,Kasihan,2,1,93,45,1, SHM ,1300,1,
699000000,Kasihan,5,5,68,120,2, SHM ,1300,2,
1690000000,Kasihan,3,2,112,160,, HGB ,2200,2,2017
480000000,Kasihan,2,1,95,45,1, SHM ,1300,1,2022
785000000,Kasihan,3,2,83,70,, SHM ,2200,2,
950000000,Kasihan,2,2,112,70,1, SHM ,,2,
235000000,Sedayu,2,1,70,45,1,SHM,900,1,2019
425000000,Banguntapan,2,1,75,60,1, SHM ,1300,1,
280000000,Pandak,2,1,82,45,1, SHM ,1300,1,
920000000,Banguntapan,3,2,97,160,, SHM ,1300,2,
385000000,Sedayu,2,1,68,40,1, SHM ,1300,1,2022
450000000,Piyungan,2,1,85,50,, SHM ,1300,,
750000000,Banguntapan,3,2,84,65,1, SHM ,2200,2,2022
900000000,Banguntapan,6,4,350,280,3,SHM,3500,3,2023
750000000,Sewon,2,1,97,50,, SHM ,,1,
1550000000,Banguntapan,3,3,120,90,1, SHM ,2200,2,2022
345000000,Pajangan,2,1,62,40,1, SHM ,1300,1,2021
220000000,Pandak,2,1,60,30,1, HGB ,900,1,
770000000,Banguntapan,4,3,320,220,2,SHM,2200,2,2021
345000000,Kasihan,2,1,73,36,1, SHM ,1300,1,2022
586000000,Kasihan,3,2,91,55,1, SHM ,1300,1,2022
268000000,Sedayu,2,1,63,32,, SHM ,1300,1,2021
621000000,Kasihan,2,1,109,50,, SHM ,1300,1,2020
452000000,Piyungan,2,1,72,40,, SHM ,1300,1,2021
890000000,Sewon,6,6,100,75,2, SHM ,1300,1,2022
375000000,Kasihan,2,1,90,45,1, SHM ,1300,1,
255000000,Pajangan,2,1,60,30,1, SHM ,1300,1,2022
900000000,Banguntapan,29,29,547,547,, SHM ,900,2,2018
580000000,Sewon,3,2,140,95,1,SHM,1300,1,2021
485000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
385000000,Sedayu,2,1,70,40,2, SHM ,1300,1,2022
458000000,Pajangan,2,1,83,46,1, SHM ,1300,1,2022
975000000,Banguntapan,3,2,80,65,1, SHM ,1300,2,2022
776000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,2022
150000000,Sedayu,2,1,60,30,1, SHM ,1300,1,2022
839000000,Banguntapan,3,2,90,76,1, SHM ,2200,2,
350000000,Kasihan,2,1,105,45,2, SHM ,1300,1,2022
750000000,Bantul,3,2,270,180,1,SHM,1300,1,2019
1200000000,Bantul,3,2,113,90,, SHM ,3300,1,2019
575000000,Banguntapan,2,1,80,45,1, SHM ,1300,1,2021
875000000,Kasihan,3,1,133,120,2, SHM ,2200,1,2015
509000000,Sedayu,,,,,,,,,
630000000,Sedayu,3,2,68,75,2, SHM ,2200,2,2021
600000000,Piyungan,2,1,84,45,, HGB ,1300,2,2020
495000000,Kretek,2,1,71,50,1, SHM ,1300,1,
5500000000,Sewon,1,1,714,400,, SHM ,11000,1,2021
947000000,Kasihan,3,2,80,78,1, SHM ,2200,2,2022
299000000,Sedayu,2,1,72,36,1, SHM ,1300,1,2022
1300000000,Banguntapan,4,2,100,200,1, SHM ,,2,
230000000,Bantul,2,1,60,36,1, SHM ,1300,1,2022
900000000,Banguntapan,2,1,112,65,1, SHM ,1300,1,
372000000,Bantul,2,1,103,40,1, SHM ,1300,1,
1400000000,Kasihan,3,2,300,236,2, SHM ,2200,1,
395000000,Banguntapan,2,1,72,36,1, SHM ,1300,1,2022
475000000,Banguntapan,2,1,94,45,1, SHM ,1300,1,2022
470000000,Kasihan,2,1,95,65,1,SHM,900,1,2019
385000000,Sedayu,3,2,73,75,, SHM ,2200,2,2021
860000000,Banguntapan,3,2,106,65,1, SHM ,2200,2,2022
1350000000,Sewon,3,3,135,95,, HGB ,2200,2,2013
520000000,Banguntapan,2,1,100,65,2,SHM,1300,1,2023
5700000000,Banguntapan,,,,,,,,,
805000000,Bantul,3,2,76,88,1, SHM ,2200,2,
230000000,Bantul,2,1,60,30,1, SHM ,1300,1,
275000000,Sedayu,2,1,70,36,1, SHM ,1300,1,2022
950000000,Banguntapan,3,2,230,200,5, SHM ,,1,
3200000000,Sewon,4,4,284,420,3, SHM ,2200,2,
465000000,Banguntapan,2,1,81,55,, SHM ,,1,
1120000000,Banguntapan,2,2,137,100,, SHM ,2200,1,
2100000000,Banguntapan,3,2,120,130,2, HGB ,2200,,
2500000000,Kasihan,11,11,1340,700,, SHM ,13200,1,2019
360000000,Bantul,2,1,77,45,1, SHM ,1300,1,2022
390000000,Sedayu,3,1,74,45,, SHM ,1300,1,2018
330000000,Sedayu,2,1,97,40,1, SHM ,1300,1,2019
485000000,Kasihan,2,1,83,44,1, SHM ,1300,1,2022
450000000,Sewon,2,1,80,45,1, SHM ,1300,1,2022
875000000,Sewon,3,2,81,120,1, SHM ,2200,2,2021
900000000,Banguntapan,2,2,100,50,, SHM ,,1,
1500000000,Banguntapan,4,2,165,180,, SHM ,,2,
520000000,Banguntapan,2,1,83,51,, SHM ,,1,
100000000,Kasihan,4,1,175,100,1, SHM ,900,1,2010
2700000000,Bantul,3,3,129,202,, SHM ,2200,,
947000000,Kasihan,3,2,80,78,1, SHM ,2200,2,2022
380000000,Banguntapan,2,1,80,80,1, SHM ,1300,1,2022
300000000,Sedayu,2,1,99,36,, SHM ,,1,
175000000,Sedayu,2,1,60,30,1, SHM ,1300,1,2022
850000000,Banguntapan,4,3,320,220,2,SHM,2200,2,2023
1750000000,Bantul,4,3,200,180,1, SHM ,2200,2,2010
875000000,Sewon,2,1,131,60,1, HGB ,2200,1,2018
2650000000,Sedayu,6,4,360,360,2, SHM ,5500,1,
425000000,Banguntapan,2,1,75,60,1, SHM ,900,1,2022
1650000000,Banguntapan,5,4,108,180,1, SHM ,2200,2,2015
529000000,Banguntapan,3,2,75,45,1, SHM ,1300,1,
590000000,Sedayu,3,2,190,130,2,SHM,1300,2,2022
482000000,Kasihan,2,1,103,40,1, SHM ,2200,1,2022
510000000,Sedayu,3,2,72,48,1, SHM ,1300,1,2022
839000000,Banguntapan,3,2,90,76,1, SHM ,2200,2,
410000000,Kasihan,3,1,103,54,1, SHM ,1300,1,
1550000000,Banguntapan,4,3,160,150,2, SHM ,2200,2,
372000000,Kasihan,2,1,103,40,, SHM ,1300,1,
280000000,Pandak,2,1,82,45,1, SHM ,1300,1,
3500000000,Kasihan,4,3,225,425,2, SHM ,2200,2,
555000000,Sedayu,3,2,84,64,1, SHM ,2200,2,2021
839000000,Banguntapan,3,2,90,76,1, SHM ,1300,2,
900000000,Plered,,,,,,,,,
482000000,Piyungan,2,1,73,40,, SHM ,,1,
375000000,Pajangan,2,1,82,36,1, HGB ,1300,1,
315000000,Kasihan,2,1,75,40,, SHM ,1300,1,2020
1490000000,Banguntapan,4,3,108,150,, SHM ,2200,2,
673000000,Banguntapan,3,2,104,75,2, SHM ,,1,
1100000000,Sewon,3,2,151,90,2, SHM ,2200,1,2020
750000000,Banguntapan,3,1,151,120,1, SHM ,1300,1,2015
395000000,Banguntapan,2,1,72,36,1, SHM ,1300,1,2022
3100000000,Sewon,8,5,261,292,, SHM ,5500,2,2018
1700000000,Banguntapan,5,4,100,180,1, SHM ,2200,2,
1100000000,Kasihan,3,2,167,80,, HGB ,3300,1,
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,2022
3100000000,Kasihan,4,4,281,195,2, SHM ,3500,2,
185000000,Pandak,2,1,63,30,1, HGB ,900,1,2022
480000000,Sewon,2,1,90,55,1,SHM,1300,1,2020
560000000,Banguntapan,2,3,63,80,1, SHM ,1300,2,
480000000,Sedayu,2,1,82,50,1, SHM ,1300,1,2018
500000000,Sewon,3,2,80,90,, SHM ,2200,2,
500000000,Plered,1,1,81,75,1, SHM ,2200,1,
595000000,Banguntapan,2,1,81,42,1, SHM ,1300,1,2022
210000000,Pajangan,2,1,36,60,1, SHM ,1300,1,2022
3130000000,Kasihan,4,4,281,195,2, SHM ,3500,2,2022
185000000,Kasihan,2,1,60,30,, HGB ,1300,1,2020
365000000,Kasihan,2,1,163,45,1, HGB ,1300,1,
913000000,Sedayu,3,3,75,120,1, SHM ,2200,3,2022
555000000,Kasihan,2,1,102,45,, SHM ,1300,1,2020
426000000,Sedayu,2,1,90,40,1, HGB ,1300,1,2022
550000000,Bantul,3,2,120,70,1, SHM ,1300,1,2022
750000000,Banguntapan,3,2,84,65,1, HGB ,2200,2,
4500000000,Kasihan,5,3,461,250,, SHM ,3500,1,2016
375000000,Kasihan,2,1,106,55,, SHM ,1300,1,2020
505000000,Sedayu,2,1,109,45,, SHM ,5500,1,
465000000,Sedayu,3,1,78,49,, SHM ,1300,1,
2200000000,Kasihan,18,10,230,350,, SHM ,,2,
275000000,Pandak,2,1,96,45,1, SHM ,900,1,2021
510000000,Kasihan,3,1,98,50,2, SHM ,900,1,2022
620000000,Sedayu,4,2,195,135,2,SHM,2200,1,2020
600000000,Kasihan,3,2,100,85,, SHM ,1300,1,2020
495000000,Sewon,2,1,124,45,5, SHM ,1300,1,2022
425000000,Banguntapan,2,1,75,60,1, SHM ,900,1,2021
350000000,Sewon,2,1,76,45,1, SHM ,1300,1,2022
1200000000,Kasihan,7,6,90,140,1, SHM ,,2,
2200000000,Kasihan,14,14,287,287,1, SHM ,,2,
330000000,Sedayu,2,1,60,36,1, SHM ,1300,1,2022
1100000000,Banguntapan,3,2,91,100,1, SHM ,2200,2,
510000000,Sewon,3,2,130,90,1,SHM,1300,1,2020
890000000,Banguntapan,2,2,96,60,1, SHM ,1300,1,2022
1040000000,Kasihan,3,3,85,100,1, SHM ,2200,2,
500000000,Sewon,12,12,1839,500,, SHM ,7700,1,2013
199000000,Bantul,2,1,60,30,1, HGB ,,1,
948000000,Kasihan,3,2,80,78,1, SHM ,2200,2,2022
385000000,Sedayu,2,1,70,40,2, SHM ,1300,1,2022
425000000,Banguntapan,,,,,,,,,
460000000,Piyungan,3,2,81,40,, SHM ,2200,2,2021
250000000,Bantul,2,1,72,36,1, SHM ,1300,1,2022
380000000,Sewon,2,1,104,45,1, SHM ,1300,1,2022
365000000,Banguntapan,2,1,50,50,1, SHM ,1300,1,
899000000,Banguntapan,3,2,100,60,, SHM ,,2,
980000000,Kasihan,2,2,100,100,2,,,,
465000000,Banguntapan,3,1,50,70,1, SHM ,1300,1,2022
535000000,Kasihan,2,1,110,54,, SHM ,,,
299000000,Sedayu,2,1,72,36,, HGB ,2200,1,
600000000,Imogiri,3,2,90,60,1, SHM ,,1,
950000000,Kasihan,,,,,,,,,
2300000000,Banguntapan,5,4,350,200,, SHM ,3300,2,2014
195000000,Pajangan,2,1,110,30,2, SHM ,900,1,2022
665000000,Banguntapan,3,2,125,80,1, SHM ,,1,
975000000,Banguntapan,3,2,75,130,1, SHM ,2200,2,
520000000,Sewon,3,2,130,90,2,SHM,1300,1,2023
1800000000,Banguntapan,8,5,190,200,4, SHM ,,2,
1700000000,Banguntapan,7,7,222,350,, SHM ,,1,
450000000,Banguntapan,2,1,60,36,1, SHM ,1300,1,2022
1250000000,Banguntapan,2,2,137,100,1, SHM ,2200,1,2005
399000000,Sedayu,2,1,98,36,, SHM ,1300,,
785000000,Kasihan,3,2,83,70,1, SHM ,2200,2,2022
,,,,,,,,,,
350000000,Sewon,2,1,80,50,, SHM ,1300,1,2019
455000000,Banguntapan,3,1,77,60,1, HGB ,1300,1,2022
551000000,Kasihan,2,1,101,45,, SHM ,1300,1,2020
275000000,Sedayu,2,1,70,36,1, SHM ,1300,1,2022
958000000,Kasihan,3,2,82,78,1, SHM ,2200,2,2022
365000000,Sedayu,2,1,96,36,1, SHM ,1300,1,2022
725000000,Kasihan,2,1,90,45,1, SHM ,1300,1,
750000000,Sedayu,4,3,320,220,2,SHM,2200,2,2019
950000000,Sewon,6,4,350,300,3,SHM,3500,3,2022
975000000,Banguntapan,3,2,75,130,1, SHM ,2200,2,
397000000,Sedayu,2,1,85,36,, HGB ,1300,1,
275000000,Sedayu,2,1,108,60,1, SHM ,1300,1,
2500000000,Banguntapan,4,2,413,181,, SHM ,2200,2,1998
785000000,Kasihan,3,2,83,70,, SHM ,,,
805000000,Banguntapan,3,2,88,76,1, SHM ,2200,2,
805000000,Banguntapan,2,1,76,88,, SHM ,1300,1,2022
560000000,Banguntapan,3,2,180,120,1,SHM,1300,1,2021
300000000,Imogiri,2,2,1400,300,, SHM ,3500,1,2019
480000000,Kasihan,2,1,95,45,1, SHM ,1300,1,2022
465000000,Kasihan,2,1,74,46,1, SHM ,1300,1,2022
510000000,Sedayu,2,1,72,48,1, SHM ,1300,1,2022
575000000,Kasihan,2,1,100,50,, SHM ,1300,1,2020
699000000,Banguntapan,3,2,100,85,, SHM ,,1,
364000000,Sedayu,2,1,72,36,, HGB ,1300,1,
445000000,Kasihan,2,1,104,50,1, SHM ,1300,1,
475000000,Jetis,2,1,100,50,1, SHM ,900,1,2022
1090000000,Banguntapan,3,2,91,100,1, SHM ,2200,2,2021
330000000,Sedayu,2,1,60,36,1, SHM ,1300,1,2022
1400000000,Banguntapan,2,2,121,124,1, SHM ,3500,,
2200000000,Banguntapan,8,4,190,200,3, SHM ,,2,
350000000,Sedayu,2,1,96,36,1, SHM ,1300,1,
300000000,Sedayu,,,,,,,,,
750000000,Sedayu,5,3,240,170,2,SHM,3500,2,2023
385000000,Sedayu,2,1,73,40,1, SHM ,1300,1,2022
325000000,Kasihan,2,1,92,40,1, SHM ,1300,1,2022
185000000,Kasihan,2,1,60,30,, HGB ,1300,1,2020
195000000,Plered,2,1,60,30,1, SHM ,1300,1,2022
100000000,Banguntapan,8,2,71,75,1, SHM ,1300,2,
485000000,Kasihan,2,1,87,45,1, SHM ,1300,1,2022
3100000000,Kasihan,4,4,281,195,, SHM ,3500,2,
1470000000,Kasihan,4,2,105,200,, SHM ,7700,2,
450000000,Piyungan,2,2,133,91,1, SHM ,,1,
200000000,Banguntapan,4,3,113,140,1, SHM ,4400,2,2022
550000000,Bantul,2,1,84,45,1, SHM ,1300,1,2022
307000000,Sedayu,2,1,70,36,, SHM ,1300,1,2021
2200000000,Banguntapan,7,5,341,250,, SHM ,2200,,
335000000,Kasihan,2,1,74,36,1, SHM ,1300,1,2022
406000000,Kasihan,2,1,107,36,1, SHM ,1300,1,2022
361000000,Sedayu,2,1,72,36,1, HGB ,1300,1,2022
1890000000,Banguntapan,4,2,130,200,1, SHM ,,2,
199000000,Pandak,2,1,60,30,1, SHM ,900,1,
2500000000,Kasihan,6,3,195,310,, SHM ,2200,2,
330000000,Pajangan,2,1,45,84,1, SHM ,900,1,2022
280000000,Sedayu,2,1,66,32,, SHM ,,,
299000000,Sedayu,2,1,72,36,1, HGB ,2200,1,2022
750000000,Banguntapan,3,2,123,76,1, SHM ,1300,1,2022
390000000,Sedayu,2,1,40,81,1, SHM ,1300,1,2022
1250000000,Banguntapan,4,3,327,154,4, SHM ,1300,1,2015
5500000000,Banguntapan,8,7,734,700,, SHM ,2200,1,2018
200000000,Kasihan,2,1,78,51,1, SHM ,1300,1,2020
1900000000,Kasihan,4,3,166,145,3, SHM ,,2,
2500000000,Kasihan,2,1,150,160,1, SHM ,2200,,
420000000,Kasihan,2,1,103,40,1, SHM ,1300,1,2022
210000000,Pajangan,2,1,60,36,1, SHM ,1300,1,2022
359000000,Bantul,2,1,80,45,1, SHM ,1300,1,2022
350000000,Kasihan,1,1,154,30,1, SHM ,1300,1,2019
776000000,Banguntapan,3,2,88,76,1, SHM ,1300,2,2022
805000000,Banguntapan,3,2,88,76,1, SHM ,1300,2,2022
482000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
280000000,Pandak,2,1,82,42,1, SHM ,1300,1,
2950000000,Banguntapan,16,16,168,320,, HGB ,4400,2,2016
285000000,Pajangan,2,1,72,36,1, SHM ,1300,1,2022
418000000,Sedayu,3,2,66,50,, HGB ,1300,2,2021
380000000,Sedayu,2,1,72,38,1, SHM ,1300,1,2022
495000000,Banguntapan,3,2,50,70,, SHM ,1300,1,2022
3500000000,Kasihan,6,3,1052,300,4, SHM ,,1,
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,2022
750000000,Banguntapan,3,2,100,85,99, SHM ,1300,1,
982000000,Sewon,2,1,98,50,2, HGB ,1300,1,2022
220000000,Pandak,2,1,60,30,1, HGB ,900,1,2022
510000000,Banguntapan,3,2,175,115,2,SHM,1300,1,2019
2900000000,Bantul,4,4,425,200,3, SHM ,4400,1,
482000000,Piyungan,2,1,72,40,1, SHM ,1300,1,
620000000,Kasihan,3,1,82,52,1, SHM ,900,1,2004
372000000,Kasihan,2,1,103,40,1, SHM ,1300,1,2022
350000000,Sedayu,2,1,96,36,1, SHM ,1300,1,
365000000,Sedayu,2,1,111,85,1, SHM ,1300,1,
700000000,Sewon,,,,,,,,,
2500000000,Kasihan,4,3,150,150,1, SHM ,1300,,
395000000,Sewon,2,1,104,45,1, SHM ,1300,1,2022
460000000,Bantul,2,1,85,55,2,SHM,1300,1,2020
372000000,Kasihan,2,1,103,40,1, SHM ,1300,1,2022
535000000,Kasihan,2,1,110,54,1, SHM ,1300,1,2022
850000000,Banguntapan,3,3,70,110,, SHM ,1300,,
3850000000,Sewon,26,26,350,450,, SHM ,,,
550000000,Bantul,3,2,121,63,, SHM ,900,1,2021
473000000,Sedayu,2,1,91,36,, SHM ,1300,1,2021
675000000,Kasihan,3,2,120,85,1, SHM ,1300,1,2022
375000000,Kasihan,2,1,80,40,1, SHM ,1300,1,2022
395000000,Sedayu,2,1,88,36,, SHM ,1300,1,2021
3130000000,Kasihan,4,4,281,195,1, SHM ,3500,2,2022
890000000,Banguntapan,3,2,104,70,1, SHM ,2200,1,
370000000,Kasihan,2,1,75,45,1, SHM ,1300,1,2022
375000000,Kasihan,2,1,82,45,1, SHM ,1300,1,2022
795000000,Kasihan,3,2,110,70,1, SHM ,2200,2,2022
600000000,Imogiri,2,1,82,48,, SHM ,1300,1,2020
250000000,Pandak,2,1,72,36,1, SHM ,1300,1,2022
1550000000,Banguntapan,4,3,160,150,2, SHM ,2200,2,
3400000000,Sedayu,4,3,252,187,2, SHM ,4400,1,2021
250000000,Pajangan,2,1,72,36,1, SHM ,1300,1,2022
500000000,Kasihan,32,32,417,400,, SHM ,4400,2,2018
530000000,Bantul,3,2,130,90,1,SHM,1300,1,2021
395000000,Banguntapan,2,1,94,45,1, SHM ,1300,1,2022
415000000,Kasihan,2,1,108,45,1, SHM ,1300,1,
730000000,Kasihan,3,2,72,70,1, SHM ,2200,2,2022
270000000,Sedayu,2,1,63,36,, SHM ,1300,1,2021
495000000,Banguntapan,2,1,100,45,, SHM ,,1,
785000000,Kasihan,3,2,83,70,1, SHM ,2200,2,2022
175000000,Pandak,2,1,60,30,, SHM ,1300,1,
1680000000,Kasihan,4,3,160,200,3, HGB ,3500,1,2017
285000000,Pajangan,2,1,72,36,1, SHM ,1300,1,2022
350000000,Sewon,2,1,76,45,1, SHM ,1300,1,2022
490000000,Kasihan,4,2,152,130,, SHM ,1300,1,2022
650000000,Piyungan,2,1,108,55,1, SHM ,1300,1,2022
1200000000,Kasihan,3,2,90,102,, SHM ,2200,2,2016
575000000,Banguntapan,2,2,84,72,, HGB ,2200,1,
900000000,Banguntapan,2,1,112,65,1, SHM ,,1,
1600000000,Kasihan,9,9,112,150,1, SHM ,900,2,
210000000,Pajangan,2,1,60,39,1, SHM ,1300,1,
950000000,Sewon,2,1,110,95,, SHM ,1300,1,2005
450000000,Kasihan,2,1,82,45,, SHM ,900,,
299000000,Sedayu,2,1,72,36,, SHM ,,,
1090000000,Banguntapan,3,2,109,75,1, SHM ,2200,2,
185000000,Pandak,2,1,60,30,1, HGB ,900,1,2022
511000000,Sedayu,3,2,72,48,1, SHM ,1300,1,2022
570000000,Kasihan,3,2,140,95,1,SHM,1300,1,2022
299000000,Sedayu,2,1,72,36,1, HGB ,,1,
475000000,Kasihan,2,1,87,45,1, SHM ,1300,1,
470000000,Banguntapan,2,1,94,45,, SHM ,1300,1,
299000000,Sedayu,2,1,72,36,1, SHM ,1300,1,2022
540000000,Banguntapan,3,2,175,115,1,SHM,1300,1,2020
315000000,Sedayu,3,1,75,45,1, SHM ,1300,1,2022
590000000,Sedayu,3,2,180,120,2,SHM,1300,2,2022
299000000,Sedayu,2,1,72,36,1, SHM ,1300,1,
1400000000,Sewon,3,2,388,200,1, SHM ,2200,2,2021
700000000,Banguntapan,3,2,83,83,1, SHM ,,1,
1300000000,Sewon,3,2,236,300,2, SHM ,1300,,
800000000,Bantul,3,2,270,180,1,SHM,1300,1,2018
375000000,Kasihan,2,1,121,40,, SHM ,1300,1,2018
480000000,Sewon,2,1,90,55,1,SHM,1300,1,2022
839000000,Banguntapan,3,2,90,76,1, SHM ,2200,2,2022
455000000,Sedayu,2,1,79,36,, HGB ,1300,1,2020
299000000,Sedayu,2,1,72,36,1, SHM ,1300,1,2022
650000000,Bantul,2,1,108,55,1, SHM ,,1,
890000000,Kasihan,2,1,93,45,1, SHM ,1300,1,2022
3330000000,Bantul,4,4,281,195,4, SHM ,3500,2,2022
3900000000,Kasihan,20,20,294,500,, SHM ,4400,,
485000000,Kasihan,2,1,90,52,1, SHM ,,1,
340000000,Piyungan,,,,,,,,,
299000000,Sedayu,2,1,91,36,1, SHM ,900,1,2022
3290000000,Kasihan,4,4,281,295,3, SHM ,3500,2,2022
750000000,Sedayu,4,3,320,220,2,SHM,2200,2,2019
399000000,Jetis,2,1,107,45,1, SHM ,900,1,2021
299000000,Sedayu,2,1,72,36,1, SHM ,1300,1,
600000000,Kasihan,3,3,925,500,, SHM ,8000,1,
4750000000,Banguntapan,7,6,740,450,, SHM ,,,
195000000,Plered,2,1,60,30,1, HGB ,1300,1,2022
975000000,Bantul,3,3,100,80,, SHM ,1300,1,2019
415000000,Sewon,2,1,88,45,1, SHM ,,1,
1100000000,Banguntapan,3,2,91,100,1, SHM ,2200,2,2022
230000000,Bantul,2,1,60,36,1, SHM ,1300,1,2022
2900000000,Bantul,,,,,,,,,
3100000000,Kasihan,4,4,281,195,2, SHM ,3500,2,
1350000000,Banguntapan,3,2,103,132,1, SHM ,,,2006
325000000,Pajangan,2,1,80,45,1, SHM ,1300,1,2022
395000000,Banguntapan,2,1,45,94,1, SHM ,1300,1,
315000000,Sedayu,3,1,86,45,1, SHM ,1300,1,2022
470000000,Banguntapan,3,2,100,70,2,SHM,1300,1,2019
372000000,Kasihan,2,1,103,40,, SHM ,1300,1,
359000000,Sedayu,2,1,78,40,, SHM ,1300,1,
1700000000,Sewon,9,6,190,190,2, SHM ,3300,1,2019
